Average_SSIM_DINO,MMD_ViT,MMD_BLIP2,Wasserstein_Distance_BLIP2,Average_Cosine_Similarity_BLIP2,Label
0.1102562741735857,0.0052415132522583,0.0048503875732421,39.60758220271055,0.75114214,0
0.1120728798987547,0.0037245750427246,0.003583550453186,39.5100901321529,0.760817,0
0.8985641357271583,0.0331664085388183,0.0291826725006103,12.28323780059815,0.58543855,1
0.1096632301487623,0.0056968927383422,0.0050221681594848,39.39902000972205,0.7527421,0
0.4126395073436696,0.0529296398162841,0.0652832984924316,16.65091526985169,0.5818012,1
0.1015462306713618,0.0051684379577636,0.0031620264053344,38.88023813803989,0.7548186,0
0.7076029299897931,0.0736869573593139,0.064692735671997,17.33088267326355,0.56873816,1
0.365491390190465,0.0577545166015625,0.0694382190704345,17.71361968994141,0.58174014,1
0.9735226383153256,0.0019893646240234,0.0016602277755737,4.762595279216767,0.5874414,1
0.6897763598070219,0.0719338655471801,0.0685141086578369,17.782883062362668,0.56784344,1
0.3700557295288101,0.0787941217422485,0.0202144384384155,20.60235472679138,0.5850177,1
0.9923782208885368,0.0021661520004272,0.0084203481674194,7.388646173477175,0.57797956,1
0.10552526460445,0.0049697160720825,0.005486249923706,39.766615388769864,0.75045747,0
0.9795049446100896,0.0049169063568115,0.0035253763198852,7.626608738899232,0.5823452,1
0.1092169573791601,0.0084781646728515,0.009877324104309,39.52634245568131,0.7492524,0
0.3711827608,0.0573500394821167,0.0697661638259887,18.03042042732239,0.5817011,1
0.1142060602260387,0.0051449537277221,0.0030715465545654,39.14720415602338,0.76433384,0
0.1052404129412615,0.0040278434753417,0.0036903619766235,39.41058464456113,0.7665737,0
0.1062646098703214,0.0058319568634033,0.0050512552261352,39.81783450755664,0.7537492,0
0.1044356787290185,0.0071898698806762,0.0064531564712524,39.97899267292985,0.75966156,0
0.1180226001827097,0.0062884092330932,0.0052425861358642,39.216213870097654,0.7565984,0
0.1041797082799854,0.0048005580902099,0.0042810440063476,39.24117263620549,0.7680452,0
0.8274004302675138,0.0552649497985839,0.045479416847229,14.581077890396118,0.57787246,1
0.1037463041340456,0.0048563480377197,0.0037451982498168,39.067768478393546,0.7565595,0
0.3297069075649068,0.0885400772094726,0.0870935916900634,23.915253343582155,0.5730597,1
0.5421081902101481,0.0002146959304809,0.0001051425933837,4.521430658102036,0.58604974,1
0.1054076506446466,0.0056511163711547,0.0038959980010986,38.81658854283777,0.7618852,0
0.3581589908526412,0.1144143342971801,0.0927459001541137,25.249186401367183,0.56823516,1
0.1133857916684034,0.0042672157287597,0.0046061277389526,38.65953508088083,0.7563948,0
0.1048273170075522,0.0044507980346679,0.0036779642105102,38.69677035967507,0.74834704,0
0.1073071952223482,0.0043236017227172,0.0040524005889892,38.88451063740012,0.7488817,0
0.3396221354930926,0.0771074295043945,0.0772144794464111,19.961743927001947,0.580586,1
0.1131339068264375,0.0049283504486083,0.003566026687622,39.650168637344514,0.76046616,0
0.1112100551613373,0.0047160387039184,0.0045195817947387,39.12453713869808,0.75823295,0
0.1133897255645676,0.0072842836380004,0.0089741945266723,39.444947679500366,0.73418635,0
0.1183479922455743,0.0055912733078002,0.0043562650680541,39.33411993821462,0.76235485,0
0.4933124846702782,0.0463281869888305,0.0612013339996337,15.36182797431946,0.5808125,1
0.3393670570656992,0.0796456336975097,0.0773777961730957,19.856334123611447,0.57967377,1
0.5255171223133192,0.0099865198135375,0.019270896911621,13.881179065704345,0.5723898,1
0.1051969134412307,0.0073368549346923,0.0075131654739379,39.94348922119924,0.7417555,0
0.943444080796578,0.0167503356933593,0.0179024934768676,10.214107346534728,0.5897701,1
0.4380554756256153,0.0220751762390136,0.037319540977478,19.32002701759339,0.5687535,1
0.4891560646398853,0.0478075742721557,0.0606347322463989,15.345192327499385,0.5812255,1
0.1024153176957419,0.0058735609054565,0.0066587924957275,39.94952611128488,0.7497544,0
0.1047431982876527,0.0050647258758544,0.0034607648849487,39.63117013533906,0.7582878,0
0.7270138297085887,0.0718392133712768,0.0620428323745727,16.841442527770994,0.5701967,1
0.099406942980106,0.0046387910842895,0.003412127494812,39.36244365692139,0.754206,0
0.1001609721028458,0.0044938325881958,0.0042245388031005,39.41459079431029,0.7572643,0
0.7480391332020422,0.0697019100189209,0.0589854717254638,16.410559053421025,0.57202065,1
0.1161089806069747,0.0047305822372436,0.0039311647415161,39.08900865157444,0.74863714,0
